label,Status,description,longitude,latitude,geo_accuracy,Neighborhood,Section 415 Declaration,Category,Tenure,Total Principal Project Units,Final BMR On-Site,Total inclusionary units off-site,Total inclusionary units at this location,Units For,Principal Project,Off-site address,Lottery Date,Entitlement year,Building completion year
1946 Polk Street,Completed,"1946 Polk Street , San Francisco, CA 94109",-122.421387,37.79457894,house,Nob Hill,FEE,Fee,Unknown,41,0,0,0,,,,NA - Fee,2009,2013
1731 Powell Street,Entitled,"1731 Powell Street, San Francisco, CA",-122.4109965,37.800523,house,Russian Hill,FEE,Fee,Unknown,16,0,0,0,,,,NA - Fee,2010,
"One Rincon, Phase I",Completed,"425 1st St, San Francisco, CA 94105",-122.3926377,37.78594643,house,SOMA,FEE,Fee,Ownership,382,0,0,0,,,,NA - Fee,2005,2008
"One Rincon, Phase II ",First Const Doc Issued,"425 1st St, San Francisco, CA 94105",-122.3926377,37.78594643,house,SOMA,FEE,Fee,Unknown,299,0,0,0,,,,NA - Fee,2005,
246 Ritch Street,Completed,"246 Ritch Street , San Francisco, CA 94107",-122.395725,37.7802528,house,SOMA,FEE,Fee,Ownership,19,0,0,0,,,,NA,2010,2014
1 Stanyan,Entitled,"1 Stanyan Street, San Francisco, CA 94118",-122.456375,37.781246,house,,FEE,Fee,Unknown,13,0,0,0,,,,NA - Fee,2008,
693 Sutter Street,BP Issued,"693 Sutter Street, San Francisco, CA 94102",-122.4116545,37.78875369,house,Downtown/Civic Center,UNDECLARED,Undeclared,Unknown,16,?,?,?,,693 Sutter Street,,,2005,
310 Townsend,Completed,"310 Townsend Street, San Francisco, CA 94107",-122.3953695,37.77689847,house,SOMA,FEE,Fee,Ownership,45,0,0,0,,,,NA - Fee,2005,2007
899 Valencia Street,First Const Doc Issued,"899 Valencia Street, San Francisco, CA 94110",-122.42118,37.758628,house,Mission,FEE,Fee,Unknown,18,0,0,0,,,,NA - Fee,2011,
2655 Van Ness Avenue,Completed,"2655 Van Ness Avenue, San Francisco, CA 94109",-122.4244342,37.79991441,house,Marina,FEE,Fee,Ownership,29,0,0,0,,,,NA - Fee,2004,2007
1868 Van Ness Avenue ,Completed,"1868 Van Ness Avenue, San Francisco, CA 94109",-122.4225961,37.79281371,house,Nob Hill,FEE,Fee,Unknown,35,0,0,0,,,,NA - Fee,2007,2010
2601 Van Ness Avenue,Entitled,"2601 Van Ness Avenue, San Francisco, CA 94109",-122.424357,37.799501,house,Marina,FEE,Fee,Unknown,27,0,0,0,,,,NA - Fee,2014,
2559 Van Ness Avenue & 1527 Filbert Street,First Const Doc Issued,"2559 Van Ness Avenue, San Francisco, CA 94109",-122.4241197,37.79813132,house,Marina,FEE,Fee,Unknown,27,0,0,0,,,,NA - Fee,2010,
1840 Washington Street,Completed,"1840 Washington Street, San Francisco, CA 94109",-122.4235879,37.79304261,house,Pacific Heights,FEE,Fee,Ownership,26,0,0,0,,,,NA - Fee,2005,2012
248/252 09th Street,BP Issued,"248 9th Street, San Francisco, CA 94103",-122.4153235,37.776716,primary,SOMA,FEE,Fee,Unknown,15,0,0,0,,,,NA - Fee,2014,
1622-1650 Broadway,BP Issued,"1622 Broadway St, San Francisco, CA",-122.4209909,37.796078,primary,Pacific Heights ,FEE,Fee,Unknown,34,0,0,0,,,,NA - Fee,2009,
2655 Bush Street ,First Const Doc Issued,"2655 Bush Street , San Francisco, CA 94104",-122.4120759,37.78974,primary,Western Addition,FEE,Fee,Unknown,81,0,0,0,,,,NA - Fee,2009,
Ritz Carlton,Completed,"690 Market Street, San Francisco, CA 94108",-122.4272733,37.7687283,primary,Financial District ,OFF-SITE,Off-site,Ownership,52,0,11,0,,,938-942 Market Street (13 ownership units) ,NA - Off,2004,2007
715 - 719 Market Street ,Entitled,"715 Market Street, San Francisco, CA 94103",-122.4155702,37.7780831,primary,Financial District ,UNDECLARED,Undeclared,Unknown,45,?,?,?,,715 - 719 Market Street ,,,2006,
601 Crescent Way,Entitled,"601 Crescent Way , San Francisco, CA 94134",-122.3904317,37.7111294,residential,Bayview,UNDECLARED,Undeclared,Unknown,465,?,?,?,,601 Crescent Way,,,2007,
1 South Park ,Completed,"1 South Park Avenue , San Francisco, CA 94107",-122.3938119,37.781467,residential,SOMA,FEE,Fee,Ownership,35,0,0,0,,,,NA - Fee,2004,2008
The Infinity ,Completed,"300 Spear Street , San Francisco, CA 94105",-122.3909595,37.7898305,restaurant,SOMA,OFF-SITE,Off-site,Ownership,655,0,163,0,,,888 7th Street (170 ownership units) & 900 Gilman (20 ownership units) ,NA - Off,2003,2009
706 Mission,Entitled,"706 Mission Street, San Francisco, CA 94103",-122.4176489,37.773842,secondary,SOMA,FEE,Fee,Unknown,185,0,0,0,,,,NA - Fee,2013,
38 Dolores,Completed,"2001 Market Street, San Francisco, CA 94114",-122.4270651,37.7687435,supermarket,Castro/Upper Market,FEE,Fee,Unknown,81,0,0,0,,,,NA - Fee,2010,2013
"301-303, 307-309 & 313-315 Moraga",Completed,"1701 9th Avenue, San Francisco, CA",-122.4664403,37.7662334,tertiary,Inner Sunset,FEE,Fee,Unknown,6,0,0,0,,,,NA - Fee,2010,2012
200 Dolores Street,Completed,"200 Dolores Street, San Francisco, CA",-122.4263899,37.765319,tertiary,Castro/Upper Market,FEE,Fee,Unknown,10,0,0,0,,,,NA - Fee,2010,2013
555 and 575 Market Street,Entitled,"555  Market Street, San Francisco, CA 94105",-122.3999255,37.79000325,yes,Financial District,UNDECLARED,Undeclared,Unknown,134,?,?,?,,555 and 575 Market Street,,,2002,
Candlestick Cove - Building B,Completed,"San Francisco, CA 94124",-122.385169,37.72998,,Bayview,FEE,Fee,Unknown,110,0,0,0,,,,NA - Fee,2005,2009
